featureId,existingLocation,destination,requirement,ownership,invariants,implementation,areaValidation
F20.02,Maintenance > File access,permissions,Load permissions,Existing explicit tool-filesystem coupling; architectural review required,"Denied paths take precedence; These are tool-filesystem settings, not universal sandbox permissions; Shell policies come from bundle; Preserve existing control while deciding its longer-term ownership","Existing native form, action and behavior retained; navigation relocated",settings-browser; test_management.py
F20.03,Maintenance > File access,permissions,"Allowed folders, one per line",Existing explicit tool-filesystem coupling; architectural review required,"Denied paths take precedence; These are tool-filesystem settings, not universal sandbox permissions; Shell policies come from bundle; Preserve existing control while deciding its longer-term ownership","Existing native form, action and behavior retained; navigation relocated",settings-browser; test_management.py
F20.04,Maintenance > File access,permissions,"Denied folders, one per line",Existing explicit tool-filesystem coupling; architectural review required,"Denied paths take precedence; These are tool-filesystem settings, not universal sandbox permissions; Shell policies come from bundle; Preserve existing control while deciding its longer-term ownership","Existing native form, action and behavior retained; navigation relocated",settings-browser; test_management.py
F20.05,Maintenance > File access,permissions,Browse and append locations,Existing explicit tool-filesystem coupling; architectural review required,"Denied paths take precedence; These are tool-filesystem settings, not universal sandbox permissions; Shell policies come from bundle; Preserve existing control while deciding its longer-term ownership","Existing native form, action and behavior retained; navigation relocated",settings-browser; test_management.py
F20.06,Maintenance > File access,permissions,Save permissions,Existing explicit tool-filesystem coupling; architectural review required,"Denied paths take precedence; These are tool-filesystem settings, not universal sandbox permissions; Shell policies come from bundle; Preserve existing control while deciding its longer-term ownership","Existing native form, action and behavior retained; navigation relocated",settings-browser; test_management.py
F20.07,Maintenance > File access,permissions,Effective-time detail,Existing explicit tool-filesystem coupling; architectural review required,"Denied paths take precedence; These are tool-filesystem settings, not universal sandbox permissions; Shell policies come from bundle; Preserve existing control while deciding its longer-term ownership","Existing native form, action and behavior retained; navigation relocated",settings-browser; test_management.py
F21.01,Maintenance > Terminal and automation,automation,Run command example,Unified headless app,"Same host, configuration and tool policies; No scheduling feature invented","Existing native form, action and behavior retained; navigation relocated",test_headless.py
F21.02,Maintenance > Terminal and automation,automation,JSON output example,Unified headless app,"Same host, configuration and tool policies; No scheduling feature invented","Existing native form, action and behavior retained; navigation relocated",test_headless.py
F21.03,Maintenance > Terminal and automation,automation,Resume/continue example,Unified headless app,"Same host, configuration and tool policies; No scheduling feature invented","Existing native form, action and behavior retained; navigation relocated",test_headless.py
F21.04,Maintenance > Terminal and automation,automation,Bundle/provider/model flags,Unified headless app,"Same host, configuration and tool policies; No scheduling feature invented","Existing native form, action and behavior retained; navigation relocated",test_headless.py
F21.05,Maintenance > Terminal and automation,automation,JSON trace and interactive-approval limitations,Unified headless app,"Same host, configuration and tool policies; No scheduling feature invented","Existing native form, action and behavior retained; navigation relocated",test_headless.py
F22.01,Setup > Install Amplifier,install-app,Chrome/Edge install guidance,Unified PWA guidance,PWA window installation does not install/start Python host,"Existing native form, action and behavior retained; navigation relocated",source review
F22.02,Setup > Install Amplifier,install-app,Safari Add to Dock guidance,Unified PWA guidance,PWA window installation does not install/start Python host,"Existing native form, action and behavior retained; navigation relocated",source review
F22.03,Setup > Install Amplifier,install-app,iPhone/iPad home-screen guidance,Unified PWA guidance,PWA window installation does not install/start Python host,"Existing native form, action and behavior retained; navigation relocated",source review
F22.04,Setup > Install Amplifier,install-app,Host-service requirement,Unified PWA guidance,PWA window installation does not install/start Python host,"Existing native form, action and behavior retained; navigation relocated",source review
F22.05,Setup > Install Amplifier,install-app,Localhost/trusted HTTPS guidance,Unified PWA guidance,PWA window installation does not install/start Python host,"Existing native form, action and behavior retained; navigation relocated",source review
F22.06,Setup > Install Amplifier,install-app,Data remains on host,Unified PWA guidance,PWA window installation does not install/start Python host,"Existing native form, action and behavior retained; navigation relocated",source review
F23.01,Shared settings controls,shared,"Location picker: open/close, typed path, Go/Enter, Up, enter folder, select file, use folder",Unified shared interaction primitives,UI actions share authoritative agent-visible operations; Local secret inputs excluded from shared draft state; Loading retains useful current content; integrate shared refresh treatment; Preserve draft through failure/dismissal,"Existing native form, action and behavior retained; navigation relocated",settings-browser; activity-feedback-browser; pending-view-browser
F23.02,Shared settings controls,shared,"Location errors, loading, empty and truncated-list states",Unified shared interaction primitives,UI actions share authoritative agent-visible operations; Local secret inputs excluded from shared draft state; Loading retains useful current content; integrate shared refresh treatment; Preserve draft through failure/dismissal,"Existing native form, action and behavior retained; navigation relocated",settings-browser; activity-feedback-browser; pending-view-browser
F23.03,Shared settings controls,shared,Path drag/drop and hidden-path explanation,Unified shared interaction primitives,UI actions share authoritative agent-visible operations; Local secret inputs excluded from shared draft state; Loading retains useful current content; integrate shared refresh treatment; Preserve draft through failure/dismissal,"Existing native form, action and behavior retained; navigation relocated",settings-browser; activity-feedback-browser; pending-view-browser
F23.04,Shared settings controls,shared,File picker/drop with error reporting,Unified shared interaction primitives,UI actions share authoritative agent-visible operations; Local secret inputs excluded from shared draft state; Loading retains useful current content; integrate shared refresh treatment; Preserve draft through failure/dismissal,"Existing native form, action and behavior retained; navigation relocated",settings-browser; activity-feedback-browser; pending-view-browser
F23.05,Shared settings controls,shared,"Registered bundle picker, description and custom source fallback",Unified shared interaction primitives,UI actions share authoritative agent-visible operations; Local secret inputs excluded from shared draft state; Loading retains useful current content; integrate shared refresh treatment; Preserve draft through failure/dismissal,"Existing native form, action and behavior retained; navigation relocated",settings-browser; activity-feedback-browser; pending-view-browser
F23.06,Shared settings controls,shared,"Text and wildcard filtering, match count, no matches, clear",Unified shared interaction primitives,UI actions share authoritative agent-visible operations; Local secret inputs excluded from shared draft state; Loading retains useful current content; integrate shared refresh treatment; Preserve draft through failure/dismissal,"Existing native form, action and behavior retained; navigation relocated",settings-browser; activity-feedback-browser; pending-view-browser
F23.07,Shared settings controls,shared,"Reorder by pointer, keyboard and arrow controls",Unified shared interaction primitives,UI actions share authoritative agent-visible operations; Local secret inputs excluded from shared draft state; Loading retains useful current content; integrate shared refresh treatment; Preserve draft through failure/dismissal,"Existing native form, action and behavior retained; navigation relocated",settings-browser; activity-feedback-browser; pending-view-browser
F23.08,Shared settings controls,shared,Pending/queued/success/error/neutral notices,Unified shared interaction primitives,UI actions share authoritative agent-visible operations; Local secret inputs excluded from shared draft state; Loading retains useful current content; integrate shared refresh treatment; Preserve draft through failure/dismissal,"Existing native form, action and behavior retained; navigation relocated",settings-browser; activity-feedback-browser; pending-view-browser
F23.09,Shared settings controls,shared,Attention badges and mark reviewed,Unified shared interaction primitives,UI actions share authoritative agent-visible operations; Local secret inputs excluded from shared draft state; Loading retains useful current content; integrate shared refresh treatment; Preserve draft through failure/dismissal,"Existing native form, action and behavior retained; navigation relocated",settings-browser; activity-feedback-browser; pending-view-browser
F23.10,Shared settings controls,shared,Navigate back without silently applying drafts,Unified shared interaction primitives,UI actions share authoritative agent-visible operations; Local secret inputs excluded from shared draft state; Loading retains useful current content; integrate shared refresh treatment; Preserve draft through failure/dismissal,"Existing native form, action and behavior retained; navigation relocated",settings-browser; activity-feedback-browser; pending-view-browser
F23.11,Shared settings controls,shared,Setup overview runtime availability or error,Unified shared interaction primitives,UI actions share authoritative agent-visible operations; Local secret inputs excluded from shared draft state; Loading retains useful current content; integrate shared refresh treatment; Preserve draft through failure/dismissal,"Existing native form, action and behavior retained; navigation relocated",settings-browser; activity-feedback-browser; pending-view-browser
F23.12,Shared settings controls,shared,Setup overview current session status,Unified shared interaction primitives,UI actions share authoritative agent-visible operations; Local secret inputs excluded from shared draft state; Loading retains useful current content; integrate shared refresh treatment; Preserve draft through failure/dismissal,"Existing native form, action and behavior retained; navigation relocated",settings-browser; activity-feedback-browser; pending-view-browser
F24.01,Adjacent: conversation bundle popup,conversation,Open/close bundle picker,Unified conversation configuration,History preserved; Do not conflate current conversation change with defaults; Optional preview; incompatible pinned model requires explicit reset choice,"Existing native form, action and behavior retained; navigation relocated",bundle-browser
F24.02,Adjacent: conversation bundle popup,conversation,Registered/custom source,Unified conversation configuration,History preserved; Do not conflate current conversation change with defaults; Optional preview; incompatible pinned model requires explicit reset choice,"Existing native form, action and behavior retained; navigation relocated",bundle-browser
F24.03,Adjacent: conversation bundle popup,conversation,Preview change summary,Unified conversation configuration,History preserved; Do not conflate current conversation change with defaults; Optional preview; incompatible pinned model requires explicit reset choice,"Existing native form, action and behavior retained; navigation relocated",bundle-browser
F24.04,Adjacent: conversation bundle popup,conversation,App capability details,Unified conversation configuration,History preserved; Do not conflate current conversation change with defaults; Optional preview; incompatible pinned model requires explicit reset choice,"Existing native form, action and behavior retained; navigation relocated",bundle-browser
F24.05,Adjacent: conversation bundle popup,conversation,Incompatible pinned model acknowledgment,Unified conversation configuration,History preserved; Do not conflate current conversation change with defaults; Optional preview; incompatible pinned model requires explicit reset choice,"Existing native form, action and behavior retained; navigation relocated",bundle-browser
F24.06,Adjacent: conversation bundle popup,conversation,Switch bundle,Unified conversation configuration,History preserved; Do not conflate current conversation change with defaults; Optional preview; incompatible pinned model requires explicit reset choice,"Existing native form, action and behavior retained; navigation relocated",bundle-browser
F24.07,Adjacent: conversation bundle popup,conversation,Fork with bundle,Unified conversation configuration,History preserved; Do not conflate current conversation change with defaults; Optional preview; incompatible pinned model requires explicit reset choice,"Existing native form, action and behavior retained; navigation relocated",bundle-browser
F24.08,Adjacent: conversation bundle popup,conversation,Start conversation with bundle when none selected,Unified conversation configuration,History preserved; Do not conflate current conversation change with defaults; Optional preview; incompatible pinned model requires explicit reset choice,"Existing native form, action and behavior retained; navigation relocated",bundle-browser
F24.09,Adjacent: conversation bundle popup,conversation,Pending/busy/unavailable states,Unified conversation configuration,History preserved; Do not conflate current conversation change with defaults; Optional preview; incompatible pinned model requires explicit reset choice,"Existing native form, action and behavior retained; navigation relocated",bundle-browser
F24.10,Adjacent: conversation bundle popup,conversation,Direct switch or fork without mandatory preview,Unified conversation configuration,History preserved; Do not conflate current conversation change with defaults; Optional preview; incompatible pinned model requires explicit reset choice,"Existing native form, action and behavior retained; navigation relocated",bundle-browser
F25.01,Adjacent: Session controls,runtime,"Session, Goals & modes, Limits & context, Tools & skills tabs",Generic runtime capability contract,Bundle capability discovery gates goals and modes; No conversation state handled; Active work blocks mutation; Saved history retained when active context clears; No module identifier assumptions,"Existing native form, action and behavior retained; navigation relocated",test_runtime_controls*
F25.02,Adjacent: Session controls,runtime,Inspect capabilities,Generic runtime capability contract,Bundle capability discovery gates goals and modes; No conversation state handled; Active work blocks mutation; Saved history retained when active context clears; No module identifier assumptions,"Existing native form, action and behavior retained; navigation relocated",test_runtime_controls*
F25.03,Adjacent: Session controls,runtime,Usage calls/messages/turns and character counts,Generic runtime capability contract,Bundle capability discovery gates goals and modes; No conversation state handled; Active work blocks mutation; Saved history retained when active context clears; No module identifier assumptions,"Existing native form, action and behavior retained; navigation relocated",test_runtime_controls*
F25.04,Adjacent: Session controls,runtime,Get/set/clear explicit goal and optional turn cap,Generic runtime capability contract,Bundle capability discovery gates goals and modes; No conversation state handled; Active work blocks mutation; Saved history retained when active context clears; No module identifier assumptions,"Existing native form, action and behavior retained; navigation relocated",test_runtime_controls*
F25.05,Adjacent: Session controls,runtime,List/set/clear modes,Generic runtime capability contract,Bundle capability discovery gates goals and modes; No conversation state handled; Active work blocks mutation; Saved history retained when active context clears; No module identifier assumptions,"Existing native form, action and behavior retained; navigation relocated",test_runtime_controls*
F25.06,Adjacent: Session controls,runtime,Get/update model-turn and context-token limits,Generic runtime capability contract,Bundle capability discovery gates goals and modes; No conversation state handled; Active work blocks mutation; Saved history retained when active context clears; No module identifier assumptions,"Existing native form, action and behavior retained; navigation relocated",test_runtime_controls*
F25.07,Adjacent: Session controls,runtime,Unlimited-turn sentinel,Generic runtime capability contract,Bundle capability discovery gates goals and modes; No conversation state handled; Active work blocks mutation; Saved history retained when active context clears; No module identifier assumptions,"Existing native form, action and behavior retained; navigation relocated",test_runtime_controls*
F25.08,Adjacent: Session controls,runtime,Confirm and clear active model context,Generic runtime capability contract,Bundle capability discovery gates goals and modes; No conversation state handled; Active work blocks mutation; Saved history retained when active context clears; No module identifier assumptions,"Existing native form, action and behavior retained; navigation relocated",test_runtime_controls*
F25.09,Adjacent: Session controls,runtime,Inspect tool catalog and schemas,Generic runtime capability contract,Bundle capability discovery gates goals and modes; No conversation state handled; Active work blocks mutation; Saved history retained when active context clears; No module identifier assumptions,"Existing native form, action and behavior retained; navigation relocated",test_runtime_controls*
F25.10,Adjacent: Session controls,runtime,JSON tool arguments and invoke,Generic runtime capability contract,Bundle capability discovery gates goals and modes; No conversation state handled; Active work blocks mutation; Saved history retained when active context clears; No module identifier assumptions,"Existing native form, action and behavior retained; navigation relocated",test_runtime_controls*
F25.11,Adjacent: Session controls,runtime,Tool result,Generic runtime capability contract,Bundle capability discovery gates goals and modes; No conversation state handled; Active work blocks mutation; Saved history retained when active context clears; No module identifier assumptions,"Existing native form, action and behavior retained; navigation relocated",test_runtime_controls*
F25.12,Adjacent: Session controls,runtime,Available skills and agents,Generic runtime capability contract,Bundle capability discovery gates goals and modes; No conversation state handled; Active work blocks mutation; Saved history retained when active context clears; No module identifier assumptions,"Existing native form, action and behavior retained; navigation relocated",test_runtime_controls*
F15.10,Current conversation (added in upstream PR114 during implementation),conversation,Inspect conversation details and native/app session identity,Unified conversation management,"Blank names rejected; Saved shared history remains after app-list removal; Existing active work consequences remain visible; Immutable full-history snapshot, including unloaded messages; Voice exchanges and artifact references retained; tool payloads omitted","Existing native form, action and behavior retained; navigation relocated",session-health-browser; test_session_health.py
F15.11,Current conversation (added in upstream PR114 during implementation),conversation,Copy session ID,Unified conversation management,"Blank names rejected; Saved shared history remains after app-list removal; Existing active work consequences remain visible; Immutable full-history snapshot, including unloaded messages; Voice exchanges and artifact references retained; tool payloads omitted","Existing native form, action and behavior retained; navigation relocated",session-health-browser; test_session_health.py
F15.12,Current conversation (added in upstream PR114 during implementation),conversation,"Show recorded failure cause, guidance and runtime message",Unified conversation management,"Blank names rejected; Saved shared history remains after app-list removal; Existing active work consequences remain visible; Immutable full-history snapshot, including unloaded messages; Voice exchanges and artifact references retained; tool payloads omitted","Existing native form, action and behavior retained; navigation relocated",session-health-browser; test_session_health.py
F15.13,Current conversation (added in upstream PR114 during implementation),conversation,Copy diagnostic report,Unified conversation management,"Blank names rejected; Saved shared history remains after app-list removal; Existing active work consequences remain visible; Immutable full-history snapshot, including unloaded messages; Voice exchanges and artifact references retained; tool payloads omitted","Existing native form, action and behavior retained; navigation relocated",session-health-browser; test_session_health.py
F15.14,Current conversation (added in upstream PR114 during implementation),conversation,Create independent recovery copy without replaying old work,Unified conversation management,"Blank names rejected; Saved shared history remains after app-list removal; Existing active work consequences remain visible; Immutable full-history snapshot, including unloaded messages; Voice exchanges and artifact references retained; tool payloads omitted","Existing native form, action and behavior retained; navigation relocated",session-health-browser; test_session_health.py
F15.15,Current conversation (added in upstream PR114 during implementation),conversation,Protect active parent/child work and preserve original history during recovery,Unified conversation management,"Blank names rejected; Saved shared history remains after app-list removal; Existing active work consequences remain visible; Immutable full-history snapshot, including unloaded messages; Voice exchanges and artifact references retained; tool payloads omitted","Existing native form, action and behavior retained; navigation relocated",session-health-browser; test_session_health.py
